As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
17/Nov/2006,9.95,--,--
16/Nov/2006,9.93,--,--
15/Nov/2006,9.94,--,--
14/Nov/2006,9.68,--,--
13/Nov/2006,9.65,--,--
10/Nov/2006,9.45,--,--
09/Nov/2006,9.67,--,--
08/Nov/2006,9.56,--,--
07/Nov/2006,9.58,--,--
06/Nov/2006,9.50,--,--
03/Nov/2006,9.40,--,--
02/Nov/2006,9.24,--,--
31/Oct/2006,9.57,0.15,1.59
30/Oct/2006,9.42,--,--
27/Oct/2006,9.54,--,--
26/Oct/2006,9.52,--,--
25/Oct/2006,9.56,--,--
24/Oct/2006,9.67,--,--
23/Oct/2006,9.64,--,--
20/Oct/2006,9.54,--,--
19/Oct/2006,9.61,--,--
18/Oct/2006,9.73,--,--
17/Oct/2006,9.75,--,--
16/Oct/2006,9.94,--,--
13/Oct/2006,9.80,--,--
12/Oct/2006,9.72,--,--
11/Oct/2006,9.64,--,--
10/Oct/2006,9.63,--,--
09/Oct/2006,9.62,--,--
06/Oct/2006,9.51,--,--
05/Oct/2006,9.52,--,--
04/Oct/2006,9.35,--,--
03/Oct/2006,9.23,--,--
02/Oct/2006,9.43,--,--
29/Sept/2006,9.48,0.05,0.53
28/Sept/2006,9.43,--,--
27/Sept/2006,9.54,--,--
26/Sept/2006,9.48,--,--
25/Sept/2006,9.29,--,--
22/Sept/2006,9.25,--,--
21/Sept/2006,9.45,--,--
20/Sept/2006,9.48,--,--
19/Sept/2006,9.47,--,--
18/Sept/2006,9.54,--,--
15/Sept/2006,9.51,--,--
14/Sept/2006,9.41,--,--
13/Sept/2006,9.45,--,--
12/Sept/2006,9.18,--,--
11/Sept/2006,9.02,--,--
08/Sept/2006,9.04,--,--
07/Sept/2006,8.96,--,--
06/Sept/2006,9.21,--,--
05/Sept/2006,9.13,--,--
04/Sept/2006,9.22,--,--
01/Sept/2006,9.26,--,--
31/Aug/2006,9.24,0.06,0.65
30/Aug/2006,9.18,--,--
29/Aug/2006,9.07,--,--
28/Aug/2006,8.98,--,--
25/Aug/2006,9.01,--,--
24/Aug/2006,8.97,--,--
23/Aug/2006,9.05,--,--
22/Aug/2006,9.02,--,--
21/Aug/2006,8.94,--,--
18/Aug/2006,8.99,--,--
17/Aug/2006,9.00,--,--
16/Aug/2006,8.80,--,--
14/Aug/2006,8.52,--,--
11/Aug/2006,8.41,--,--
10/Aug/2006,8.31,--,--
09/Aug/2006,8.39,--,--
08/Aug/2006,8.31,--,--
07/Aug/2006,8.32,--,--
04/Aug/2006,8.55,--,--
03/Aug/2006,8.32,--,--
02/Aug/2006,8.33,--,--
01/Aug/2006,8.37,--,--
31/Jul/2006,8.47,0.03,0.36
28/Jul/2006,8.44,--,--
27/Jul/2006,8.43,--,--
26/Jul/2006,8.46,--,--
25/Jul/2006,8.42,--,--
24/Jul/2006,8.27,--,--
21/Jul/2006,8.19,--,--
20/Jul/2006,8.51,--,--
19/Jul/2006,8.50,--,--
18/Jul/2006,8.62,--,--
17/Jul/2006,8.56,--,--
14/Jul/2006,8.49,--,--
13/Jul/2006,8.53,--,--
12/Jul/2006,8.74,--,--
11/Jul/2006,8.63,--,--
10/Jul/2006,8.78,--,--
07/Jul/2006,8.83,--,--
06/Jul/2006,9.04,--,--
05/Jul/2006,9.04,--,--
04/Jul/2006,9.22,--,--
03/Jul/2006,9.19,--,--
30/Jun/2006,9.20,0.01,0.11
29/Jun/2006,9.19,--,--
28/Jun/2006,9.02,--,--
27/Jun/2006,9.23,--,--
26/Jun/2006,9.22,--,--
22/Jun/2006,9.16,--,--
21/Jun/2006,9.06,--,--
20/Jun/2006,9.02,--,--
19/Jun/2006,9.13,--,--
16/Jun/2006,9.13,--,--
15/Jun/2006,9.02,--,--
14/Jun/2006,8.94,--,--
13/Jun/2006,8.95,--,--
12/Jun/2006,9.10,--,--
09/Jun/2006,9.20,--,--
08/Jun/2006,9.05,--,--
07/Jun/2006,9.16,--,--
06/Jun/2006,9.15,--,--
02/Jun/2006,9.49,--,--
01/Jun/2006,9.44,--,--
31/May/2006,9.32,-0.05,-0.53
30/May/2006,9.37,--,--
29/May/2006,9.55,--,--
26/May/2006,9.52,--,--
24/May/2006,9.27,--,--
23/May/2006,9.41,--,--
22/May/2006,9.37,--,--
19/May/2006,9.40,--,--
18/May/2006,9.45,--,--
17/May/2006,9.42,--,--
16/May/2006,9.60,--,--
15/May/2006,9.61,--,--
12/May/2006,9.61,--,--
11/May/2006,9.96,--,--
10/May/2006,10.06,--,--
09/May/2006,10.17,--,--
08/May/2006,10.18,--,--
05/May/2006,10.18,--,--
04/May/2006,10.21,--,--
03/May/2006,10.16,--,--
02/May/2006,10.13,--,--
28/Apr/2006,10.22,-0.12,-1.16
27/Apr/2006,10.34,--,--
26/Apr/2006,10.43,--,--
25/Apr/2006,10.40,--,--
24/Apr/2006,10.39,--,--
21/Apr/2006,10.62,--,--
20/Apr/2006,10.57,--,--
19/Apr/2006,10.54,--,--
18/Apr/2006,10.43,--,--
13/Apr/2006,10.53,--,--
12/Apr/2006,10.48,--,--
11/Apr/2006,10.56,--,--
10/Apr/2006,10.58,--,--
07/Apr/2006,10.68,--,--
06/Apr/2006,10.51,--,--
05/Apr/2006,10.53,--,--
04/Apr/2006,10.58,--,--
03/Apr/2006,10.71,--,--
31/Mar/2006,10.67,--,--
30/Mar/2006,10.69,--,--
29/Mar/2006,10.54,--,--
28/Mar/2006,10.56,--,--
27/Mar/2006,10.63,--,--
24/Mar/2006,10.64,--,--
23/Mar/2006,10.55,--,--
22/Mar/2006,10.50,--,--
21/Mar/2006,10.56,--,--
20/Mar/2006,10.52,--,--
17/Mar/2006,10.38,--,--
16/Mar/2006,10.58,--,--
15/Mar/2006,10.62,--,--
14/Mar/2006,10.60,--,--
13/Mar/2006,10.60,--,--
10/Mar/2006,10.47,--,--
09/Mar/2006,10.63,--,--
08/Mar/2006,10.59,--,--
07/Mar/2006,10.61,--,--
06/Mar/2006,10.67,--,--
03/Mar/2006,10.69,--,--
02/Mar/2006,10.80,--,--
01/Mar/2006,10.71,--,--
28/Feb/2006,10.78,--,--
27/Feb/2006,10.76,--,--
24/Feb/2006,10.65,--,--
23/Feb/2006,10.61,--,--
22/Feb/2006,10.58,--,--
21/Feb/2006,10.68,--,--
20/Feb/2006,10.68,--,--
17/Feb/2006,10.81,--,--
16/Feb/2006,10.85,--,--
15/Feb/2006,10.73,--,--
14/Feb/2006,10.68,--,--
13/Feb/2006,10.68,--,--
10/Feb/2006,10.62,--,--
09/Feb/2006,10.75,--,--
08/Feb/2006,10.58,--,--
07/Feb/2006,10.49,--,--
06/Feb/2006,10.49,--,--
03/Feb/2006,10.40,--,--
02/Feb/2006,10.65,--,--
01/Feb/2006,10.48,--,--
31/Jan/2006,10.55,--,--
30/Jan/2006,10.59,--,--
27/Jan/2006,10.49,--,--
26/Jan/2006,10.33,--,--
25/Jan/2006,10.28,--,--
24/Jan/2006,10.29,--,--
23/Jan/2006,10.22,--,--
20/Jan/2006,10.57,--,--
19/Jan/2006,10.58,--,--
18/Jan/2006,10.39,--,--
17/Jan/2006,10.56,--,--
16/Jan/2006,10.60,--,--
13/Jan/2006,10.65,--,--
12/Jan/2006,10.60,--,--
11/Jan/2006,10.63,--,--
10/Jan/2006,10.58,--,--
09/Jan/2006,10.71,--,--
06/Jan/2006,10.55,--,--
05/Jan/2006,10.42,--,--
04/Jan/2006,10.34,--,--
03/Jan/2006,10.34,--,--
02/Jan/2006,10.35,--,--
30/Dec/2005,10.36,--,--
29/Dec/2005,10.46,--,--
28/Dec/2005,10.41,--,--
27/Dec/2005,10.60,--,--
23/Dec/2005,10.56,--,--
22/Dec/2005,10.55,--,--
21/Dec/2005,10.40,--,--
20/Dec/2005,10.28,--,--
19/Dec/2005,10.36,--,--
16/Dec/2005,10.46,--,--
15/Dec/2005,10.45,--,--
14/Dec/2005,10.50,--,--
13/Dec/2005,10.54,--,--
12/Dec/2005,10.60,--,--
09/Dec/2005,10.57,--,--
08/Dec/2005,10.62,--,--
07/Dec/2005,10.75,--,--
06/Dec/2005,10.73,--,--
05/Dec/2005,10.76,--,--
02/Dec/2005,10.80,--,--
01/Dec/2005,10.65,--,--
30/Nov/2005,10.47,--,--
29/Nov/2005,10.50,--,--
28/Nov/2005,10.60,--,--
25/Nov/2005,10.65,--,--
24/Nov/2005,10.58,--,--
23/Nov/2005,10.61,--,--
22/Nov/2005,10.53,--,--
21/Nov/2005,10.40,--,--
18/Nov/2005,10.52,--,--
17/Nov/2005,10.32,--,--
16/Nov/2005,10.28,--,--
15/Nov/2005,10.34,--,--
14/Nov/2005,10.27,--,--
11/Nov/2005,10.31,--,--
10/Nov/2005,10.10,--,--
09/Nov/2005,10.08,--,--
08/Nov/2005,10.10,--,--
07/Nov/2005,10.01,--,--
04/Nov/2005,9.93,--,--
03/Nov/2005,9.77,--,--
02/Nov/2005,9.62,--,--
31/Oct/2005,9.59,--,--
28/Oct/2005,9.36,--,--
27/Oct/2005,9.46,--,--
26/Oct/2005,9.60,--,--
25/Oct/2005,9.63,--,--
24/Oct/2005,9.64,--,--
21/Oct/2005,9.54,--,--
20/Oct/2005,9.61,--,--
19/Oct/2005,9.40,--,--
18/Oct/2005,9.52,--,--
17/Oct/2005,9.47,--,--
14/Oct/2005,9.43,--,--
13/Oct/2005,9.40,--,--
12/Oct/2005,9.51,--,--
11/Oct/2005,9.55,--,--
10/Oct/2005,9.48,--,--
07/Oct/2005,9.52,--,--
06/Oct/2005,9.63,--,--
05/Oct/2005,9.81,--,--
04/Oct/2005,9.91,--,--
03/Oct/2005,9.94,--,--
30/Sept/2005,9.77,--,--
29/Sept/2005,9.59,--,--
28/Sept/2005,9.68,--,--
27/Sept/2005,9.64,--,--
26/Sept/2005,9.62,--,--
23/Sept/2005,9.48,--,--
22/Sept/2005,9.42,--,--
21/Sept/2005,9.51,--,--
20/Sept/2005,9.68,--,--
19/Sept/2005,9.69,--,--
16/Sept/2005,9.61,--,--
15/Sept/2005,9.65,--,--
14/Sept/2005,9.70,--,--
13/Sept/2005,9.72,--,--
12/Sept/2005,9.76,--,--
09/Sept/2005,9.56,--,--
08/Sept/2005,9.48,--,--
07/Sept/2005,9.45,--,--
06/Sept/2005,9.39,--,--
05/Sept/2005,9.28,--,--
02/Sept/2005,9.30,--,--
01/Sept/2005,9.43,--,--
31/Aug/2005,9.47,--,--
30/Aug/2005,9.45,--,--
29/Aug/2005,9.33,--,--
26/Aug/2005,9.35,--,--
25/Aug/2005,9.38,--,--
24/Aug/2005,9.46,--,--
23/Aug/2005,9.47,--,--
22/Aug/2005,9.54,--,--
19/Aug/2005,9.56,--,--
18/Aug/2005,9.53,--,--
17/Aug/2005,9.48,--,--
16/Aug/2005,9.50,--,--
12/Aug/2005,9.38,--,--
11/Aug/2005,9.44,--,--
10/Aug/2005,9.60,--,--
09/Aug/2005,9.62,--,--
08/Aug/2005,9.64,--,--
05/Aug/2005,9.68,--,--
04/Aug/2005,9.77,--,--
03/Aug/2005,9.82,--,--
02/Aug/2005,9.86,--,--
01/Aug/2005,9.81,--,--
29/Jul/2005,9.92,--,--
28/Jul/2005,9.91,--,--
27/Jul/2005,9.90,--,--
26/Jul/2005,9.97,--,--
25/Jul/2005,9.93,--,--
22/Jul/2005,9.85,--,--
21/Jul/2005,9.87,--,--
20/Jul/2005,9.80,--,--
19/Jul/2005,9.93,--,--
18/Jul/2005,9.79,--,--
15/Jul/2005,9.78,--,--
14/Jul/2005,9.84,--,--
13/Jul/2005,9.70,--,--
12/Jul/2005,9.66,--,--
11/Jul/2005,9.73,--,--
08/Jul/2005,9.54,--,--
07/Jul/2005,9.28,--,--
06/Jul/2005,9.53,--,--
05/Jul/2005,9.38,--,--
04/Jul/2005,9.34,--,--
01/Jul/2005,9.28,--,--
