As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
19/Jul/2017,22.23,0.42,1.93
18/Jul/2017,21.81,-0.21,-0.95
17/Jul/2017,22.02,0.11,0.50
14/Jul/2017,21.91,-0.19,-0.86
13/Jul/2017,22.10,0.29,1.33
12/Jul/2017,21.81,0.22,1.02
11/Jul/2017,21.59,0.25,1.17
10/Jul/2017,21.34,0.08,0.38
07/Jul/2017,21.26,0.27,1.29
06/Jul/2017,20.99,-0.16,-0.76
05/Jul/2017,21.15,0.14,0.67
04/Jul/2017,21.01,-0.28,-1.32
03/Jul/2017,21.29,0.07,0.33
30/Jun/2017,21.22,-0.17,-0.79
29/Jun/2017,21.39,0.02,0.09
28/Jun/2017,21.37,-0.53,-2.42
27/Jun/2017,21.90,-0.49,-2.19
26/Jun/2017,22.39,0.17,0.77
22/Jun/2017,22.22,0.10,0.45
21/Jun/2017,22.12,-0.08,-0.36
20/Jun/2017,22.20,0.14,0.63
19/Jun/2017,22.06,0.20,0.91
16/Jun/2017,21.86,0.15,0.69
15/Jun/2017,21.71,-0.18,-0.82
14/Jun/2017,21.89,0.05,0.23
13/Jun/2017,21.84,0.42,1.96
12/Jun/2017,21.42,-1.10,-4.88
09/Jun/2017,22.52,0.16,0.72
08/Jun/2017,22.36,0.06,0.27
07/Jun/2017,22.30,0.05,0.22
06/Jun/2017,22.25,0.14,0.63
02/Jun/2017,22.11,0.03,0.14
01/Jun/2017,22.08,0.14,0.64
31/May/2017,21.94,-0.13,-0.59
30/May/2017,22.07,-0.02,-0.09
29/May/2017,22.09,-0.03,-0.14
26/May/2017,22.12,0.36,1.65
24/May/2017,21.76,0.21,0.97
23/May/2017,21.55,0.06,0.28
22/May/2017,21.49,0.05,0.23
19/May/2017,21.44,0.09,0.42
18/May/2017,21.35,-0.25,-1.16
17/May/2017,21.60,-0.20,-0.92
16/May/2017,21.80,-0.08,-0.37
15/May/2017,21.88,0.06,0.27
12/May/2017,21.82,-0.05,-0.23
11/May/2017,21.87,-0.02,-0.09
10/May/2017,21.89,0.25,1.16
09/May/2017,21.64,0.21,0.98
08/May/2017,21.43,0.30,1.42
05/May/2017,21.13,0.05,0.24
04/May/2017,21.08,-0.09,-0.43
03/May/2017,21.17,-0.02,-0.09
02/May/2017,21.19,0.25,1.19
28/Apr/2017,20.94,-0.10,-0.48
27/Apr/2017,21.04,0.12,0.57
26/Apr/2017,20.92,0.01,0.05
25/Apr/2017,20.91,0.07,0.34
24/Apr/2017,20.84,-0.15,-0.71
21/Apr/2017,20.99,0.24,1.16
20/Apr/2017,20.75,-0.10,-0.48
19/Apr/2017,20.85,0.09,0.43
18/Apr/2017,20.76,-0.07,-0.34
13/Apr/2017,20.83,-0.07,-0.33
12/Apr/2017,20.90,0.02,0.10
11/Apr/2017,20.88,-0.19,-0.90
10/Apr/2017,21.07,0.14,0.67
07/Apr/2017,20.93,0.07,0.34
06/Apr/2017,20.86,-0.12,-0.57
05/Apr/2017,20.98,0.01,0.05
04/Apr/2017,20.97,0.03,0.14
03/Apr/2017,20.94,0.11,0.53
31/Mar/2017,20.83,0.01,0.05
30/Mar/2017,20.82,0.09,0.43
29/Mar/2017,20.73,0.30,1.47
28/Mar/2017,20.43,0.25,1.24
27/Mar/2017,20.18,-0.37,-1.80
24/Mar/2017,20.55,0.10,0.49
23/Mar/2017,20.45,0.15,0.74
22/Mar/2017,20.30,-0.19,-0.93
21/Mar/2017,20.49,-0.17,-0.82
20/Mar/2017,20.66,0.09,0.44
17/Mar/2017,20.57,0.07,0.34
16/Mar/2017,20.50,0.01,0.05
15/Mar/2017,20.49,0.07,0.34
14/Mar/2017,20.42,-0.03,-0.15
13/Mar/2017,20.45,0.05,0.25
10/Mar/2017,20.40,0.03,0.15
09/Mar/2017,20.37,-0.05,-0.24
08/Mar/2017,20.42,0.16,0.79
07/Mar/2017,20.26,0.10,0.50
06/Mar/2017,20.16,-0.06,-0.30
03/Mar/2017,20.22,-0.24,-1.17
02/Mar/2017,20.46,0.10,0.49
01/Mar/2017,20.36,0.16,0.79
28/Feb/2017,20.20,-0.06,-0.30
27/Feb/2017,20.26,0.01,0.05
24/Feb/2017,20.25,-0.09,-0.44
23/Feb/2017,20.34,-0.14,-0.68
22/Feb/2017,20.48,0.10,0.49
21/Feb/2017,20.38,0.22,1.09
20/Feb/2017,20.16,0.10,0.50
17/Feb/2017,20.06,0.07,0.35
16/Feb/2017,19.99,0.00,0.00
15/Feb/2017,19.99,0.19,0.96
14/Feb/2017,19.80,-0.04,-0.20
13/Feb/2017,19.84,0.16,0.81
10/Feb/2017,19.68,0.18,0.92
09/Feb/2017,19.50,0.18,0.93
08/Feb/2017,19.32,-0.05,-0.26
07/Feb/2017,19.37,0.13,0.68
06/Feb/2017,19.24,0.12,0.63
03/Feb/2017,19.12,0.19,1.00
02/Feb/2017,18.93,-0.07,-0.37
01/Feb/2017,19.00,0.14,0.74
31/Jan/2017,18.86,-0.24,-1.26
30/Jan/2017,19.10,0.02,0.10
27/Jan/2017,19.08,-0.07,-0.37
26/Jan/2017,19.15,0.18,0.95
25/Jan/2017,18.97,0.32,1.72
24/Jan/2017,18.65,0.01,0.05
23/Jan/2017,18.64,-0.11,-0.59
20/Jan/2017,18.75,-0.10,-0.53
19/Jan/2017,18.85,0.13,0.69
18/Jan/2017,18.72,0.10,0.54
17/Jan/2017,18.62,-0.23,-1.22
16/Jan/2017,18.85,0.02,0.11
13/Jan/2017,18.83,0.15,0.80
12/Jan/2017,18.68,-0.30,-1.58
11/Jan/2017,18.98,0.26,1.39
10/Jan/2017,18.72,-0.08,-0.43
09/Jan/2017,18.80,0.17,0.91
06/Jan/2017,18.63,-0.03,-0.16
05/Jan/2017,18.66,0.02,0.11
04/Jan/2017,18.64,-0.01,-0.05
03/Jan/2017,18.65,0.34,1.86
02/Jan/2017,18.31,-0.02,-0.11
30/Dec/2016,18.33,-0.20,-1.08
29/Dec/2016,18.53,-0.22,-1.17
28/Dec/2016,18.75,0.10,0.54
27/Dec/2016,18.65,0.10,0.54
23/Dec/2016,18.55,0.03,0.16
22/Dec/2016,18.52,-0.08,-0.43
21/Dec/2016,18.60,-0.14,-0.75
20/Dec/2016,18.74,0.10,0.54
19/Dec/2016,18.64,0.03,0.16
16/Dec/2016,18.61,-0.07,-0.37
15/Dec/2016,18.68,0.33,1.80
14/Dec/2016,18.35,0.04,0.22
13/Dec/2016,18.31,0.04,0.22
12/Dec/2016,18.27,-0.22,-1.19
09/Dec/2016,18.49,0.23,1.26
08/Dec/2016,18.26,0.49,2.76
07/Dec/2016,17.77,-0.01,-0.06
06/Dec/2016,17.78,0.18,1.02
05/Dec/2016,17.60,0.03,0.17
02/Dec/2016,17.57,-0.48,-2.66
01/Dec/2016,18.05,-0.23,-1.26
30/Nov/2016,18.28,0.07,0.38
29/Nov/2016,18.21,-0.16,-0.87
28/Nov/2016,18.37,0.02,0.11
25/Nov/2016,18.35,-0.05,-0.27
24/Nov/2016,18.40,0.03,0.16
23/Nov/2016,18.37,0.00,0.00
22/Nov/2016,18.37,0.07,0.38
21/Nov/2016,18.30,0.01,0.05
18/Nov/2016,18.29,0.28,1.55
17/Nov/2016,18.01,0.17,0.95
16/Nov/2016,17.84,0.09,0.51
15/Nov/2016,17.75,0.01,0.06
14/Nov/2016,17.74,0.41,2.37
11/Nov/2016,17.33,-0.40,-2.26
10/Nov/2016,17.73,0.47,2.72
09/Nov/2016,17.26,-0.12,-0.69
08/Nov/2016,17.38,0.07,0.40
07/Nov/2016,17.31,0.29,1.70
04/Nov/2016,17.02,-0.21,-1.22
03/Nov/2016,17.23,-0.03,-0.17
02/Nov/2016,17.26,-0.47,-2.65
31/Oct/2016,17.73,-0.08,-0.45
28/Oct/2016,17.81,-0.14,-0.78
27/Oct/2016,17.95,0.09,0.50
26/Oct/2016,17.86,-0.33,-1.81
25/Oct/2016,18.19,0.09,0.50
24/Oct/2016,18.10,0.15,0.84
21/Oct/2016,17.95,0.12,0.67
20/Oct/2016,17.83,-0.02,-0.11
19/Oct/2016,17.85,0.06,0.34
18/Oct/2016,17.79,0.15,0.85
17/Oct/2016,17.64,-0.10,-0.56
14/Oct/2016,17.74,0.22,1.26
13/Oct/2016,17.52,-0.16,-0.90
12/Oct/2016,17.68,-0.16,-0.90
11/Oct/2016,17.84,-0.04,-0.22
10/Oct/2016,17.88,0.19,1.07
07/Oct/2016,17.69,-0.01,-0.06
06/Oct/2016,17.70,0.00,0.00
05/Oct/2016,17.70,-0.12,-0.67
04/Oct/2016,17.82,0.21,1.19
03/Oct/2016,17.61,0.23,1.32
30/Sept/2016,17.38,-0.19,-1.08
29/Sept/2016,17.57,0.05,0.29
28/Sept/2016,17.52,0.10,0.57
27/Sept/2016,17.42,0.11,0.64
26/Sept/2016,17.31,-0.20,-1.14
23/Sept/2016,17.51,0.03,0.17
22/Sept/2016,17.48,0.03,0.17
21/Sept/2016,17.45,0.12,0.69
20/Sept/2016,17.33,-0.01,-0.06
19/Sept/2016,17.34,0.20,1.17
16/Sept/2016,17.14,0.19,1.12
15/Sept/2016,16.95,0.05,0.30
14/Sept/2016,16.90,-0.01,-0.06
13/Sept/2016,16.91,0.12,0.71
12/Sept/2016,16.79,-0.37,-2.16
09/Sept/2016,17.16,-0.04,-0.23
08/Sept/2016,17.20,-0.16,-0.92
07/Sept/2016,17.36,-0.06,-0.34
06/Sept/2016,17.42,0.00,0.00
05/Sept/2016,17.42,0.15,0.87
02/Sept/2016,17.27,0.10,0.58
01/Sept/2016,17.17,0.04,0.23
31/Aug/2016,17.13,-0.12,-0.70
30/Aug/2016,17.25,0.05,0.29
29/Aug/2016,17.20,0.15,0.88
26/Aug/2016,17.05,0.13,0.77
25/Aug/2016,16.92,-0.11,-0.65
24/Aug/2016,17.03,0.08,0.47
23/Aug/2016,16.95,0.11,0.65
22/Aug/2016,16.84,0.03,0.18
19/Aug/2016,16.81,0.00,0.00
18/Aug/2016,16.81,0.00,0.00
17/Aug/2016,16.81,-0.14,-0.83
16/Aug/2016,16.95,0.00,0.00
12/Aug/2016,16.95,-0.03,-0.18
11/Aug/2016,16.98,0.03,0.18
10/Aug/2016,16.95,-0.10,-0.59
09/Aug/2016,17.05,0.00,0.00
08/Aug/2016,17.05,0.04,0.24
05/Aug/2016,17.01,0.30,1.80
04/Aug/2016,16.71,0.14,0.84
03/Aug/2016,16.57,-0.15,-0.90
02/Aug/2016,16.72,-0.10,-0.59
01/Aug/2016,16.82,0.02,0.12
29/Jul/2016,16.80,-0.09,-0.53
28/Jul/2016,16.89,-0.16,-0.94
27/Jul/2016,17.05,0.20,1.19
26/Jul/2016,16.85,0.06,0.36
25/Jul/2016,16.79,0.15,0.90
22/Jul/2016,16.64,-0.10,-0.60
21/Jul/2016,16.74,0.02,0.12
20/Jul/2016,16.72,0.15,0.91
19/Jul/2016,16.57,0.11,0.67
18/Jul/2016,16.46,0.11,0.67
15/Jul/2016,16.35,0.00,0.00
14/Jul/2016,16.35,0.01,0.06
13/Jul/2016,16.34,0.08,0.49
12/Jul/2016,16.26,0.07,0.43
11/Jul/2016,16.19,0.29,1.82
08/Jul/2016,15.90,0.15,0.95
07/Jul/2016,15.75,0.19,1.22
06/Jul/2016,15.56,-0.03,-0.19
05/Jul/2016,15.59,-0.14,-0.89
04/Jul/2016,15.73,-0.03,-0.19
01/Jul/2016,15.76,0.10,0.64
30/Jun/2016,15.66,0.17,1.10
29/Jun/2016,15.49,0.22,1.44
28/Jun/2016,15.27,0.02,0.13
27/Jun/2016,15.25,-0.35,-2.24
24/Jun/2016,15.60,0.01,0.06
22/Jun/2016,15.59,-0.14,-0.89
21/Jun/2016,15.73,0.19,1.22
20/Jun/2016,15.54,0.13,0.84
17/Jun/2016,15.41,-0.11,-0.71
16/Jun/2016,15.52,-0.10,-0.64
15/Jun/2016,15.62,0.01,0.06
14/Jun/2016,15.61,0.02,0.13
13/Jun/2016,15.59,-0.07,-0.45
10/Jun/2016,15.66,-0.10,-0.63
09/Jun/2016,15.76,0.05,0.32
08/Jun/2016,15.71,-0.03,-0.19
07/Jun/2016,15.74,0.09,0.58
06/Jun/2016,15.65,0.07,0.45
03/Jun/2016,15.58,-0.19,-1.20
02/Jun/2016,15.77,-0.05,-0.32
01/Jun/2016,15.82,0.09,0.57
31/May/2016,15.73,-0.02,-0.13
30/May/2016,15.75,0.05,0.32
27/May/2016,15.70,0.16,1.03
26/May/2016,15.54,-0.06,-0.38
25/May/2016,15.60,0.25,1.63
24/May/2016,15.35,0.12,0.79
23/May/2016,15.23,0.18,1.20
20/May/2016,15.05,0.17,1.14
19/May/2016,14.88,-0.01,-0.07
18/May/2016,14.89,0.08,0.54
17/May/2016,14.81,0.11,0.75
13/May/2016,14.70,0.08,0.55
12/May/2016,14.62,-0.04,-0.27
11/May/2016,14.66,0.10,0.69
10/May/2016,14.56,-0.01,-0.07
09/May/2016,14.57,0.18,1.25
06/May/2016,14.39,-0.01,-0.07
04/May/2016,14.40,-0.07,-0.48
03/May/2016,14.47,-0.07,-0.48
02/May/2016,14.54,-0.18,-1.22
29/Apr/2016,14.72,-0.48,-3.16
28/Apr/2016,15.20,-0.04,-0.26
27/Apr/2016,15.24,-0.18,-1.17
26/Apr/2016,15.42,-0.03,-0.19
25/Apr/2016,15.45,-0.09,-0.58
22/Apr/2016,15.54,0.05,0.32
21/Apr/2016,15.49,0.15,0.98
20/Apr/2016,15.34,0.01,0.07
19/Apr/2016,15.33,0.09,0.59
18/Apr/2016,15.24,-0.18,-1.17
15/Apr/2016,15.42,0.00,0.00
14/Apr/2016,15.42,0.00,0.00
13/Apr/2016,15.42,0.38,2.53
12/Apr/2016,15.04,-0.10,-0.66
11/Apr/2016,15.14,-0.01,-0.07
08/Apr/2016,15.15,-0.01,-0.07
07/Apr/2016,15.16,0.12,0.80
06/Apr/2016,15.04,-0.13,-0.86
05/Apr/2016,15.17,-0.16,-1.04
04/Apr/2016,15.33,0.11,0.72
01/Apr/2016,15.22,-0.07,-0.46
31/Mar/2016,15.29,-0.16,-1.04
30/Mar/2016,15.45,0.21,1.38
29/Mar/2016,15.24,-0.02,-0.13
24/Mar/2016,15.26,-0.11,-0.72
23/Mar/2016,15.37,-0.05,-0.32
22/Mar/2016,15.42,0.11,0.72
21/Mar/2016,15.31,0.01,0.07
18/Mar/2016,15.30,0.17,1.12
17/Mar/2016,15.13,-0.16,-1.05
16/Mar/2016,15.29,0.01,0.07
15/Mar/2016,15.28,-0.10,-0.65
14/Mar/2016,15.38,0.18,1.18
11/Mar/2016,15.20,-0.07,-0.46
10/Mar/2016,15.27,0.10,0.66
09/Mar/2016,15.17,-0.01,-0.07
08/Mar/2016,15.18,-0.16,-1.04
07/Mar/2016,15.34,0.12,0.79
04/Mar/2016,15.22,-0.14,-0.91
03/Mar/2016,15.36,-0.03,-0.19
02/Mar/2016,15.39,0.29,1.92
01/Mar/2016,15.10,0.17,1.14
29/Feb/2016,14.93,0.05,0.34
26/Feb/2016,14.88,0.28,1.92
25/Feb/2016,14.60,0.30,2.10
24/Feb/2016,14.30,-0.33,-2.26
23/Feb/2016,14.63,-0.06,-0.41
22/Feb/2016,14.69,0.37,2.58
19/Feb/2016,14.32,-0.18,-1.24
18/Feb/2016,14.50,0.32,2.26
17/Feb/2016,14.18,0.28,2.01
16/Feb/2016,13.90,0.19,1.39
15/Feb/2016,13.71,0.50,3.79
12/Feb/2016,13.21,-0.11,-0.83
11/Feb/2016,13.32,-0.36,-2.63
10/Feb/2016,13.68,0.12,0.88
09/Feb/2016,13.56,-0.32,-2.31
08/Feb/2016,13.88,-0.48,-3.34
05/Feb/2016,14.36,-0.20,-1.37
04/Feb/2016,14.56,-0.29,-1.95
03/Feb/2016,14.85,-0.26,-1.72
02/Feb/2016,15.11,-0.19,-1.24
01/Feb/2016,15.30,0.14,0.92
29/Jan/2016,15.16,0.22,1.47
28/Jan/2016,14.94,-0.12,-0.80
27/Jan/2016,15.06,0.01,0.07
26/Jan/2016,15.05,-0.19,-1.25
25/Jan/2016,15.24,-0.03,-0.20
22/Jan/2016,15.27,0.49,3.32
21/Jan/2016,14.78,0.17,1.16
20/Jan/2016,14.61,-0.47,-3.12
19/Jan/2016,15.08,0.16,1.07
18/Jan/2016,14.92,0.06,0.40
15/Jan/2016,14.86,-0.01,-0.07
14/Jan/2016,14.87,-0.62,-4.00
13/Jan/2016,15.49,0.07,0.45
12/Jan/2016,15.42,0.16,1.05
11/Jan/2016,15.26,-0.33,-2.12
08/Jan/2016,15.59,-0.09,-0.57
07/Jan/2016,15.68,-0.51,-3.15
06/Jan/2016,16.19,-0.28,-1.70
05/Jan/2016,16.47,0.18,1.10
04/Jan/2016,16.29,-0.48,-2.86
31/Dec/2015,16.77,-0.08,-0.47
30/Dec/2015,16.85,0.03,0.18
29/Dec/2015,16.82,0.19,1.14
28/Dec/2015,16.63,-0.11,-0.66
23/Dec/2015,16.74,0.30,1.82
22/Dec/2015,16.44,-0.10,-0.60
21/Dec/2015,16.54,-0.20,-1.19
18/Dec/2015,16.74,-0.30,-1.76
17/Dec/2015,17.04,0.22,1.31
16/Dec/2015,16.82,0.16,0.96
15/Dec/2015,16.66,0.25,1.52
14/Dec/2015,16.41,-0.18,-1.08
11/Dec/2015,16.59,-0.26,-1.54
10/Dec/2015,16.85,-0.20,-1.17
09/Dec/2015,17.05,-0.06,-0.35
08/Dec/2015,17.11,-0.34,-1.95
07/Dec/2015,17.45,0.28,1.63
04/Dec/2015,17.17,-0.30,-1.72
03/Dec/2015,17.47,-0.50,-2.78
02/Dec/2015,17.97,0.09,0.50
01/Dec/2015,17.88,0.08,0.45
30/Nov/2015,17.80,-0.03,-0.17
27/Nov/2015,17.83,0.02,0.11
26/Nov/2015,17.81,-0.02,-0.11
25/Nov/2015,17.83,0.12,0.68
24/Nov/2015,17.71,-0.09,-0.51
23/Nov/2015,17.80,0.01,0.06
20/Nov/2015,17.79,0.21,1.19
19/Nov/2015,17.58,0.25,1.44
18/Nov/2015,17.33,0.06,0.35
17/Nov/2015,17.27,0.29,1.71
16/Nov/2015,16.98,-0.16,-0.93
13/Nov/2015,17.14,-0.11,-0.64
12/Nov/2015,17.25,-0.03,-0.17
11/Nov/2015,17.28,-0.05,-0.29
10/Nov/2015,17.33,-0.15,-0.86
09/Nov/2015,17.48,0.04,0.23
06/Nov/2015,17.44,-0.01,-0.06
05/Nov/2015,17.45,0.12,0.69
04/Nov/2015,17.33,0.28,1.64
03/Nov/2015,17.05,0.22,1.31
02/Nov/2015,16.83,0.14,0.84
30/Oct/2015,16.69,0.10,0.60
29/Oct/2015,16.59,0.15,0.91
28/Oct/2015,16.44,0.09,0.55
27/Oct/2015,16.35,-0.08,-0.49
26/Oct/2015,16.43,-0.06,-0.36
23/Oct/2015,16.49,0.43,2.68
22/Oct/2015,16.06,0.30,1.90
21/Oct/2015,15.76,0.12,0.77
20/Oct/2015,15.64,-0.01,-0.06
19/Oct/2015,15.65,0.14,0.90
