As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
29-Dec-08,4.88,-0.17,-3.37
23-Dec-08,5.05,0.02,0.40
22-Dec-08,5.03,-0.07,-1.37
19-Dec-08,5.10,0.15,3.03
18-Dec-08,4.95,-0.07,-1.39
17-Dec-08,5.02,-0.09,-1.76
16-Dec-08,5.11,-0.02,-0.39
15-Dec-08,5.13,-0.01,-0.19
12-Dec-08,5.14,-0.17,-3.20
11-Dec-08,5.31,-0.11,-2.03
10-Dec-08,5.42,-0.01,-0.18
09-Dec-08,5.43,0.13,2.45
08-Dec-08,5.30,0.27,5.37
05-Dec-08,5.03,-0.22,-4.19
04-Dec-08,5.25,0.13,2.54
03-Dec-08,5.12,0.08,1.59
02-Dec-08,5.04,-0.23,-4.36
01-Dec-08,5.27,-0.12,-2.23
28-Nov-08,5.39,0.02,0.37
27-Nov-08,5.37,0.23,4.47
26-Nov-08,5.14,0.02,0.39
25-Nov-08,5.12,0.08,1.59
24-Nov-08,5.04,0.14,2.86
21-Nov-08,4.90,-0.04,-0.81
20-Nov-08,4.94,-0.25,-4.82
19-Nov-08,5.19,-0.01,-0.19
18-Nov-08,5.20,0.00,0.00
17-Nov-08,5.20,-0.12,-2.26
14-Nov-08,5.32,0.13,2.50
13-Nov-08,5.19,-0.26,-4.77
12-Nov-08,5.45,-0.05,-0.91
11-Nov-08,5.50,-0.23,-4.01
10-Nov-08,5.73,0.13,2.32
07-Nov-08,5.60,-0.09,-1.58
06-Nov-08,5.69,-0.32,-5.32
05-Nov-08,6.01,0.00,0.00
04-Nov-08,6.01,0.04,0.67
03-Nov-08,5.97,0.09,1.53
31-Oct-08,5.88,0.02,0.34
30-Oct-08,5.86,0.26,4.64
29-Oct-08,5.60,0.26,4.87
28-Oct-08,5.34,-0.08,-1.48
27-Oct-08,5.42,0.04,0.74
24-Oct-08,5.38,-0.15,-2.71
23-Oct-08,5.53,-0.19,-3.32
22-Oct-08,5.72,-0.21,-3.54
21-Oct-08,5.93,0.08,1.37
20-Oct-08,5.85,0.19,3.36
17-Oct-08,5.66,0.09,1.62
16-Oct-08,5.57,-0.25,-4.30
15-Oct-08,5.82,-0.18,-3.00
14-Oct-08,6.00,0.31,5.45
13-Oct-08,5.69,0.24,4.40
10-Oct-08,5.45,-0.27,-4.72
09-Oct-08,5.72,-0.01,-0.17
08-Oct-08,5.73,-0.20,-3.37
07-Oct-08,5.93,-0.12,-1.98
06-Oct-08,6.05,-0.27,-4.27
03-Oct-08,6.32,-0.08,-1.25
02-Oct-08,6.40,-0.16,-2.44
01-Oct-08,6.56,0.18,2.82
30-Sep-08,6.38,-0.11,-1.69
29-Sep-08,6.49,-0.14,-2.11
26-Sep-08,6.63,-0.03,-0.45
25-Sep-08,6.66,0.07,1.06
24-Sep-08,6.59,-0.07,-1.05
23-Sep-08,6.66,-0.27,-3.90
22-Sep-08,6.93,-0.01,-0.14
19-Sep-08,6.94,0.35,5.31
18-Sep-08,6.59,-0.23,-3.37
17-Sep-08,6.82,0.12,1.79
16-Sep-08,6.70,-0.25,-3.60
15-Sep-08,6.95,-0.09,-1.28
12-Sep-08,7.04,-0.04,-0.56
11-Sep-08,7.08,-0.04,-0.56
10-Sep-08,7.12,-0.13,-1.79
09-Sep-08,7.25,0.06,0.83
08-Sep-08,7.19,0.12,1.70
05-Sep-08,7.07,-0.12,-1.67
04-Sep-08,7.19,-0.16,-2.18
03-Sep-08,7.35,-0.17,-2.26
02-Sep-08,7.52,0.12,1.62
01-Sep-08,7.40,-0.02,-0.27
29-Aug-08,7.42,0.03,0.41
28-Aug-08,7.39,0.05,0.68
27-Aug-08,7.34,-0.04,-0.54
26-Aug-08,7.38,-0.01,-0.14
25-Aug-08,7.39,0.04,0.54
22-Aug-08,7.35,0.01,0.14
21-Aug-08,7.34,-0.05,-0.68
20-Aug-08,7.39,-0.04,-0.54
19-Aug-08,7.43,-0.06,-0.80
18-Aug-08,7.49,0.04,0.54
14-Aug-08,7.45,-0.01,-0.13
13-Aug-08,7.46,0.00,0.00
12-Aug-08,7.46,0.05,0.67
11-Aug-08,7.41,0.13,1.79
08-Aug-08,7.28,0.18,2.54
07-Aug-08,7.10,0.08,1.14
06-Aug-08,7.02,0.14,2.03
05-Aug-08,6.88,0.08,1.18
04-Aug-08,6.80,0.00,0.00
01-Aug-08,6.80,-0.09,-1.31
31-Jul-08,6.89,-0.06,-0.86
30-Jul-08,6.95,0.15,2.21
29-Jul-08,6.80,-0.01,-0.15
28-Jul-08,6.81,-0.01,-0.15
25-Jul-08,6.82,-0.09,-1.30
24-Jul-08,6.91,-0.02,-0.29
23-Jul-08,6.93,0.16,2.36
22-Jul-08,6.77,-0.10,-1.46
21-Jul-08,6.87,0.07,1.03
18-Jul-08,6.80,-0.02,-0.29
17-Jul-08,6.82,0.16,2.40
16-Jul-08,6.66,0.12,1.83
15-Jul-08,6.54,-0.15,-2.24
14-Jul-08,6.69,0.02,0.30
11-Jul-08,6.67,-0.08,-1.19
10-Jul-08,6.75,-0.07,-1.03
09-Jul-08,6.82,-0.06,-0.87
08-Jul-08,6.88,-0.20,-2.82
07-Jul-08,7.08,0.17,2.46
04-Jul-08,6.91,0.02,0.29
03-Jul-08,6.89,-0.17,-2.41
02-Jul-08,7.06,0.04,0.57
01-Jul-08,7.02,-0.07,-0.99
30-Jun-08,7.09,-0.07,-0.98
27-Jun-08,7.16,-0.19,-2.59
26-Jun-08,7.35,-0.16,-2.13
25-Jun-08,7.51,0.07,0.94
24-Jun-08,7.44,-0.10,-1.33
20-Jun-08,7.54,-0.08,-1.05
19-Jun-08,7.62,-0.05,-0.65
18-Jun-08,7.67,-0.11,-1.41
17-Jun-08,7.78,0.06,0.78
16-Jun-08,7.72,0.00,0.00
13-Jun-08,7.72,0.06,0.78
12-Jun-08,7.66,0.08,1.06
11-Jun-08,7.58,-0.07,-0.92
10-Jun-08,7.65,-0.01,-0.13
09-Jun-08,7.66,-0.21,-2.67
06-Jun-08,7.87,-0.06,-0.76
05-Jun-08,7.93,0.04,0.51
04-Jun-08,7.89,-0.02,-0.25
03-Jun-08,7.91,-0.01,-0.13
02-Jun-08,7.92,-0.01,-0.13
30-May-08,7.93,0.07,0.89
29-May-08,7.86,0.12,1.55
28-May-08,7.74,0.10,1.31
27-May-08,7.64,0.07,0.92
26-May-08,7.57,0.00,0.00
23-May-08,7.57,-0.01,-0.13
22-May-08,7.58,-0.14,-1.81
21-May-08,7.72,-0.05,-0.64
20-May-08,7.77,-0.25,-3.12
19-May-08,8.02,0.04,0.50
16-May-08,7.98,0.06,0.76
15-May-08,7.92,-0.03,-0.38
14-May-08,7.95,0.15,1.92
13-May-08,7.80,0.07,0.91
09-May-08,7.73,0.00,0.00
08-May-08,7.73,-0.08,-1.02
07-May-08,7.81,0.18,2.36
06-May-08,7.63,-0.09,-1.17
05-May-08,7.72,-0.05,-0.64
02-May-08,7.77,0.24,3.19
30-Apr-08,7.53,0.03,0.40
29-Apr-08,7.50,0.03,0.40
28-Apr-08,7.47,0.10,1.36
25-Apr-08,7.37,0.12,1.66
24-Apr-08,7.25,0.08,1.12
23-Apr-08,7.17,0.09,1.27
22-Apr-08,7.08,-0.02,-0.28
21-Apr-08,7.10,0.01,0.14
18-Apr-08,7.09,0.22,3.20
17-Apr-08,6.87,0.08,1.18
16-Apr-08,6.79,0.03,0.44
15-Apr-08,6.76,-0.01,-0.15
14-Apr-08,6.77,-0.09,-1.31
11-Apr-08,6.86,-0.02,-0.29
10-Apr-08,6.88,-0.01,-0.15
09-Apr-08,6.89,-0.04,-0.58
08-Apr-08,6.93,-0.13,-1.84
07-Apr-08,7.06,0.09,1.29
04-Apr-08,6.97,0.02,0.29
03-Apr-08,6.95,-0.03,-0.43
02-Apr-08,6.98,0.12,1.75
01-Apr-08,6.86,0.12,1.78
31-Mar-08,6.74,-0.05,-0.74
28-Mar-08,6.79,0.00,0.00
27-Mar-08,6.79,-0.10,-1.45
26-Mar-08,6.89,-0.12,-1.71
25-Mar-08,7.01,0.21,3.09
20-Mar-08,6.80,0.05,0.74
19-Mar-08,6.75,0.12,1.81
18-Mar-08,6.63,0.07,1.07
17-Mar-08,6.56,-0.21,-3.10
14-Mar-08,6.77,0.05,0.74
13-Mar-08,6.72,-0.23,-3.31
12-Mar-08,6.95,0.05,0.72
11-Mar-08,6.90,0.09,1.32
10-Mar-08,6.81,-0.12,-1.73
07-Mar-08,6.93,-0.10,-1.42
06-Mar-08,7.03,-0.01,-0.14
05-Mar-08,7.04,0.08,1.15
04-Mar-08,6.96,0.01,0.14
03-Mar-08,6.95,-0.19,-2.66
29-Feb-08,7.14,-0.15,-2.06
28-Feb-08,7.29,0.01,0.14
27-Feb-08,7.28,-0.05,-0.68
26-Feb-08,7.33,0.02,0.27
25-Feb-08,7.31,0.03,0.41
22-Feb-08,7.28,-0.13,-1.75
21-Feb-08,7.41,0.09,1.23
20-Feb-08,7.32,-0.04,-0.54
19-Feb-08,7.36,0.03,0.41
18-Feb-08,7.33,0.01,0.14
15-Feb-08,7.32,-0.15,-2.01
14-Feb-08,7.47,0.10,1.36
13-Feb-08,7.37,0.09,1.24
12-Feb-08,7.28,0.02,0.28
11-Feb-08,7.26,0.04,0.55
08-Feb-08,7.22,0.17,2.41
07-Feb-08,7.05,-0.16,-2.22
06-Feb-08,7.21,-0.11,-1.50
05-Feb-08,7.32,-0.09,-1.21
04-Feb-08,7.41,0.01,0.14
01-Feb-08,7.40,0.16,2.21
31-Jan-08,7.24,-0.02,-0.28
30-Jan-08,7.26,-0.05,-0.68
29-Jan-08,7.31,0.02,0.27
28-Jan-08,7.29,-0.33,-4.33
25-Jan-08,7.62,0.23,3.11
24-Jan-08,7.39,0.30,4.23
23-Jan-08,7.09,-0.06,-0.84
22-Jan-08,7.15,-0.31,-4.16
21-Jan-08,7.46,0.01,0.13
18-Jan-08,7.45,-0.08,-1.06
17-Jan-08,7.53,0.15,2.03
16-Jan-08,7.38,-0.21,-2.77
15-Jan-08,7.59,-0.07,-0.91
14-Jan-08,7.66,-0.02,-0.26
11-Jan-08,7.68,-0.06,-0.78
10-Jan-08,7.74,-0.07,-0.90
09-Jan-08,7.81,-0.12,-1.51
08-Jan-08,7.93,-0.05,-0.63
07-Jan-08,7.98,-0.15,-1.85
04-Jan-08,8.13,-0.23,-2.75
03-Jan-08,8.36,-0.25,-2.90
02-Jan-08,8.61,-0.04,-0.46
31-Dec-07,8.65,-0.11,-1.26
28-Dec-07,8.76,-0.14,-1.57
27-Dec-07,8.90,-0.11,-1.22
21-Dec-07,9.01,0.12,1.35
20-Dec-07,8.89,0.11,1.25
19-Dec-07,8.78,0.02,0.23
18-Dec-07,8.76,-0.09,-1.02
17-Dec-07,8.85,-0.05,-0.56
14-Dec-07,8.90,0.05,0.56
13-Dec-07,8.85,-0.17,-1.88
12-Dec-07,9.02,-0.06,-0.66
11-Dec-07,9.08,0.10,1.11
10-Dec-07,8.98,0.00,0.00
07-Dec-07,8.98,0.06,0.67
06-Dec-07,8.92,0.13,1.48
05-Dec-07,8.79,0.12,1.38
04-Dec-07,8.67,-0.15,-1.70
03-Dec-07,8.82,-0.07,-0.79
30-Nov-07,8.89,0.04,0.45
29-Nov-07,8.85,0.13,1.49
28-Nov-07,8.72,0.27,3.20
27-Nov-07,8.45,-0.14,-1.63
26-Nov-07,8.59,0.12,1.42
23-Nov-07,8.47,0.03,0.36
22-Nov-07,8.44,-0.05,-0.59
21-Nov-07,8.49,-0.27,-3.08
20-Nov-07,8.76,-0.16,-1.79
19-Nov-07,8.92,0.02,0.22
16-Nov-07,8.90,-0.11,-1.22
15-Nov-07,9.01,-0.08,-0.88
14-Nov-07,9.09,0.10,1.11
13-Nov-07,8.99,-0.04,-0.44
12-Nov-07,9.03,0.04,0.44
09-Nov-07,8.99,-0.34,-3.64
08-Nov-07,9.33,-0.23,-2.41
07-Nov-07,9.56,-0.15,-1.54
06-Nov-07,9.71,-0.14,-1.42
05-Nov-07,9.85,-0.04,-0.40
02-Nov-07,9.89,-0.10,-1.00
31-Oct-07,9.99,0.13,1.32
30-Oct-07,9.86,0.02,0.20
29-Oct-07,9.84,0.09,0.92
26-Oct-07,9.75,0.09,0.93
25-Oct-07,9.66,-0.10,-1.02
24-Oct-07,9.76,0.00,0.00
23-Oct-07,9.76,0.08,0.83
22-Oct-07,9.68,-0.10,-1.02
19-Oct-07,9.78,0.01,0.10
18-Oct-07,9.77,-0.08,-0.81
17-Oct-07,9.85,0.06,0.61
16-Oct-07,9.79,-0.08,-0.81
15-Oct-07,9.87,-0.03,-0.30
12-Oct-07,9.90,-0.12,-1.20
11-Oct-07,10.02,0.05,0.50
10-Oct-07,9.97,-0.03,-0.30
09-Oct-07,10.00,0.11,1.11
08-Oct-07,9.89,0.13,1.33
05-Oct-07,9.76,0.04,0.41
04-Oct-07,9.72,0.07,0.73
03-Oct-07,9.65,-0.03,-0.31
02-Oct-07,9.68,0.10,1.04
01-Oct-07,9.58,0.06,0.63
28-Sep-07,9.52,-0.03,-0.31
27-Sep-07,9.55,0.01,0.10
26-Sep-07,9.54,0.15,1.60
25-Sep-07,9.39,-0.11,-1.16
24-Sep-07,9.50,0.04,0.42
21-Sep-07,9.46,-0.03,-0.32
20-Sep-07,9.49,-0.07,-0.73
19-Sep-07,9.56,0.19,2.03
18-Sep-07,9.37,0.02,0.21
17-Sep-07,9.35,0.01,0.11
14-Sep-07,9.34,-0.04,-0.43
13-Sep-07,9.38,-0.03,-0.32
12-Sep-07,9.41,0.01,0.11
11-Sep-07,9.40,0.03,0.32
10-Sep-07,9.37,-0.09,-0.95
07-Sep-07,9.46,-0.17,-1.77
06-Sep-07,9.63,-0.09,-0.93
05-Sep-07,9.72,0.00,0.00
04-Sep-07,9.72,0.10,1.04
03-Sep-07,9.62,0.04,0.42
31-Aug-07,9.58,0.06,0.63
30-Aug-07,9.52,0.20,2.15
29-Aug-07,9.32,-0.06,-0.64
28-Aug-07,9.38,-0.08,-0.85
27-Aug-07,9.46,0.13,1.39
24-Aug-07,9.33,-0.06,-0.64
23-Aug-07,9.39,-0.10,-1.05
22-Aug-07,9.49,0.11,1.17
21-Aug-07,9.38,0.02,0.21
20-Aug-07,9.36,0.06,0.65
17-Aug-07,9.30,0.07,0.76
16-Aug-07,9.23,-0.36,-3.75
14-Aug-07,9.59,0.07,0.74
13-Aug-07,9.52,0.06,0.63
10-Aug-07,9.46,-0.12,-1.25
09-Aug-07,9.58,0.14,1.48
08-Aug-07,9.44,0.16,1.72
07-Aug-07,9.28,0.05,0.54
06-Aug-07,9.23,-0.20,-2.12
03-Aug-07,9.43,-0.12,-1.26
02-Aug-07,9.55,0.09,0.95
01-Aug-07,9.46,-0.27,-2.77
31-Jul-07,9.73,0.09,0.93
30-Jul-07,9.64,-0.15,-1.53
27-Jul-07,9.79,-0.17,-1.71
26-Jul-07,9.96,-0.20,-1.97
25-Jul-07,10.16,0.03,0.30
24-Jul-07,10.13,-0.09,-0.88
23-Jul-07,10.22,0.00,0.00
20-Jul-07,10.22,-0.09,-0.87
19-Jul-07,10.31,0.12,1.18
18-Jul-07,10.19,-0.05,-0.49
17-Jul-07,10.24,0.06,0.59
16-Jul-07,10.18,0.03,0.30
13-Jul-07,10.15,0.07,0.69
12-Jul-07,10.08,0.12,1.20
11-Jul-07,9.96,-0.08,-0.80
10-Jul-07,10.04,-0.04,-0.40
09-Jul-07,10.08,0.08,0.80
06-Jul-07,10.00,0.05,0.50
05-Jul-07,9.95,0.02,0.20
04-Jul-07,9.93,0.01,0.10
03-Jul-07,9.92,0.03,0.30
02-Jul-07,9.89,-0.13,-1.30
29-Jun-07,10.02,-0.02,-0.20
28-Jun-07,10.04,0.07,0.70
27-Jun-07,9.97,-0.01,-0.10
26-Jun-07,9.98,-0.02,-0.20
25-Jun-07,10.00,-0.13,-1.28
22-Jun-07,10.13,0.09,0.90
21-Jun-07,10.04,-0.10,-0.99
20-Jun-07,10.14,0.04,0.40
19-Jun-07,10.10,-0.03,-0.30
18-Jun-07,10.13,0.02,0.20
15-Jun-07,10.11,0.02,0.20
14-Jun-07,10.09,0.16,1.61
13-Jun-07,9.93,0.03,0.30
12-Jun-07,9.90,-0.07,-0.70
11-Jun-07,9.97,0.13,1.32
08-Jun-07,9.84,-0.01,-0.10
07-Jun-07,9.85,-0.04,-0.40
06-Jun-07,9.89,-0.03,-0.30
05-Jun-07,9.92,0.04,0.40
04-Jun-07,9.88,-0.16,-1.59
01-Jun-07,10.04,0.10,1.01
31-May-07,9.94,0.15,1.53
30-May-07,9.79,-0.02,-0.20
29-May-07,9.81,0.08,0.82
25-May-07,9.73,-0.13,-1.32
24-May-07,9.86,-0.13,-1.30
23-May-07,9.99,0.03,0.30
22-May-07,9.96,0.05,0.50
21-May-07,9.91,0.08,0.81
18-May-07,9.83,0.12,1.24
16-May-07,9.71,-0.11,-1.12
15-May-07,9.82,-0.09,-0.91
14-May-07,9.91,0.05,0.51
11-May-07,9.86,-0.02,-0.20
10-May-07,9.88,0.04,0.41
09-May-07,9.84,0.01,0.10
08-May-07,9.83,-0.03,-0.30
07-May-07,9.86,-0.04,-0.40
04-May-07,9.90,0.19,1.96
03-May-07,9.71,0.04,0.41
02-May-07,9.67,-0.05,-0.51
30-Apr-07,9.72,-0.05,-0.51
27-Apr-07,9.77,0.05,0.51
26-Apr-07,9.72,0.08,0.83
25-Apr-07,9.64,0.04,0.42
24-Apr-07,9.60,-0.01,-0.10
23-Apr-07,9.61,0.00,0.00
20-Apr-07,9.61,0.03,0.31
19-Apr-07,9.58,0.01,0.10
18-Apr-07,9.57,-0.09,-0.93
17-Apr-07,9.66,0.02,0.21
16-Apr-07,9.64,0.11,1.15
13-Apr-07,9.53,0.01,0.11
12-Apr-07,9.52,-0.09,-0.94
11-Apr-07,9.61,0.01,0.10
10-Apr-07,9.60,-0.02,-0.21
05-Apr-07,9.62,0.03,0.31
04-Apr-07,9.59,0.08,0.84
03-Apr-07,9.51,0.03,0.32
02-Apr-07,9.48,-0.08,-0.84
30-Mar-07,9.56,0.02,0.21
29-Mar-07,9.54,-0.01,-0.10
28-Mar-07,9.55,-0.05,-0.52
27-Mar-07,9.60,-0.04,-0.41
26-Mar-07,9.64,0.02,0.21
23-Mar-07,9.62,0.08,0.84
22-Mar-07,9.54,0.06,0.63
21-Mar-07,9.48,0.03,0.32
20-Mar-07,9.45,0.02,0.21
19-Mar-07,9.43,0.08,0.86
16-Mar-07,9.35,-0.09,-0.95
15-Mar-07,9.44,0.09,0.96
14-Mar-07,9.35,-0.15,-1.58
13-Mar-07,9.50,0.00,0.00
12-Mar-07,9.50,0.00,0.00
09-Mar-07,9.50,-0.02,-0.21
08-Mar-07,9.52,0.04,0.42
07-Mar-07,9.48,0.01,0.11
06-Mar-07,9.47,-0.01,-0.11
05-Mar-07,9.48,-0.03,-0.32
02-Mar-07,9.51,0.09,0.96
01-Mar-07,9.42,-0.07,-0.74
28-Feb-07,9.49,-0.26,-2.67
27-Feb-07,9.75,-0.23,-2.30
26-Feb-07,9.98,-0.05,-0.50
23-Feb-07,10.03,-0.06,-0.59
22-Feb-07,10.09,0.17,1.71
21-Feb-07,9.92,0.03,0.30
20-Feb-07,9.89,-0.04,-0.40
19-Feb-07,9.93,0.06,0.61
16-Feb-07,9.87,-0.02,-0.20
15-Feb-07,9.89,0.13,1.33
14-Feb-07,9.76,-0.05,-0.51
13-Feb-07,9.81,-0.01,-0.10
12-Feb-07,9.82,-0.15,-1.50
09-Feb-07,9.97,0.08,0.81
08-Feb-07,9.89,0.07,0.71
07-Feb-07,9.82,0.01,0.10
06-Feb-07,9.81,0.00,0.00
05-Feb-07,9.81,0.06,0.62
02-Feb-07,9.75,-0.02,-0.20
01-Feb-07,9.77,0.13,1.35
31-Jan-07,9.64,-0.04,-0.41
30-Jan-07,9.68,-0.01,-0.10
29-Jan-07,9.69,-0.01,-0.10
26-Jan-07,9.70,-0.11,-1.12
25-Jan-07,9.81,0.19,1.98
24-Jan-07,9.62,0.08,0.84
23-Jan-07,9.54,-0.08,-0.83
22-Jan-07,9.62,0.00,0.00
19-Jan-07,9.62,-0.13,-1.33
18-Jan-07,9.75,-0.16,-1.61
17-Jan-07,9.91,-0.02,-0.20
16-Jan-07,9.93,-0.04,-0.40
15-Jan-07,9.97,-0.02,-0.20
12-Jan-07,9.99,0.07,0.71
11-Jan-07,9.92,0.22,2.27
10-Jan-07,9.70,0.01,0.10
09-Jan-07,9.69,0.00,0.00
08-Jan-07,9.69,0.09,0.94
05-Jan-07,9.60,0.02,0.21
04-Jan-07,9.58,0.06,0.63
03-Jan-07,9.52,0.13,1.38
02-Jan-07,9.39,-0.14,-1.47
29-Dec-06,9.53,0.01,0.11
28-Dec-06,9.52,-0.03,-0.31
27-Dec-06,9.55,0.13,1.38
22-Dec-06,9.42,-0.11,-1.15
21-Dec-06,9.53,-0.05,-0.52
20-Dec-06,9.58,0.07,0.74
19-Dec-06,9.51,-0.31,-3.16
18-Dec-06,9.82,0.04,0.41
15-Dec-06,9.78,0.13,1.35
14-Dec-06,9.65,0.15,1.58
13-Dec-06,9.50,-0.04,-0.42
12-Dec-06,9.54,-0.10,-1.04
11-Dec-06,9.64,0.10,1.05
08-Dec-06,9.54,-0.17,-1.75
07-Dec-06,9.71,0.06,0.62
06-Dec-06,9.65,0.01,0.10
05-Dec-06,9.64,0.13,1.37
04-Dec-06,9.51,-0.09,-0.94
01-Dec-06,9.60,-0.03,-0.31
30-Nov-06,9.63,0.08,0.84
29-Nov-06,9.55,0.03,0.32
28-Nov-06,9.52,-0.27,-2.76
27-Nov-06,9.79,-0.11,-1.11
24-Nov-06,9.90,-0.09,-0.90
23-Nov-06,9.99,0.02,0.20
22-Nov-06,9.97,0.02,0.20
21-Nov-06,9.95,0.10,1.02
20-Nov-06,9.85,-0.10,-1.01
17-Nov-06,9.95,0.02,0.20
16-Nov-06,9.93,-0.01,-0.10
15-Nov-06,9.94,0.26,2.69
14-Nov-06,9.68,0.03,0.31
13-Nov-06,9.65,0.20,2.12
10-Nov-06,9.45,-0.22,-2.28
09-Nov-06,9.67,0.11,1.15
08-Nov-06,9.56,-0.02,-0.21
07-Nov-06,9.58,0.08,0.84
06-Nov-06,9.50,0.10,1.06
03-Nov-06,9.40,0.16,1.73
02-Nov-06,9.24,-0.33,-3.45
31-Oct-06,9.57,0.15,1.59
30-Oct-06,9.42,-0.12,-1.26
27-Oct-06,9.54,0.02,0.21
26-Oct-06,9.52,-0.04,-0.42
25-Oct-06,9.56,-0.11,-1.14
24-Oct-06,9.67,0.03,0.31
23-Oct-06,9.64,0.10,1.05
20-Oct-06,9.54,-0.07,-0.73
19-Oct-06,9.61,-0.12,-1.23
18-Oct-06,9.73,-0.02,-0.21
17-Oct-06,9.75,-0.19,-1.91
16-Oct-06,9.94,0.14,1.43
13-Oct-06,9.80,0.08,0.82
12-Oct-06,9.72,0.08,0.83
11-Oct-06,9.64,0.01,0.10
10-Oct-06,9.63,0.01,0.10
09-Oct-06,9.62,0.11,1.16
06-Oct-06,9.51,-0.01,-0.11
05-Oct-06,9.52,0.17,1.82
04-Oct-06,9.35,0.12,1.30
03-Oct-06,9.23,-0.20,-2.12
02-Oct-06,9.43,-0.05,-0.53
29-Sep-06,9.48,0.05,0.53
28-Sep-06,9.43,-0.11,-1.15
27-Sep-06,9.54,0.06,0.63
26-Sep-06,9.48,0.19,2.05
25-Sep-06,9.29,0.04,0.43
22-Sep-06,9.25,-0.20,-2.12
21-Sep-06,9.45,-0.03,-0.32
20-Sep-06,9.48,0.01,0.11
19-Sep-06,9.47,-0.07,-0.73
18-Sep-06,9.54,0.03,0.32
15-Sep-06,9.51,0.10,1.06
14-Sep-06,9.41,-0.04,-0.42
13-Sep-06,9.45,0.27,2.94
12-Sep-06,9.18,0.16,1.77
11-Sep-06,9.02,-0.02,-0.22
08-Sep-06,9.04,0.08,0.89
07-Sep-06,8.96,-0.25,-2.71
06-Sep-06,9.21,0.08,0.88
05-Sep-06,9.13,-0.09,-0.98
04-Sep-06,9.22,-0.04,-0.43
01-Sep-06,9.26,0.02,0.22
31-Aug-06,9.24,0.06,0.65
30-Aug-06,9.18,0.11,1.21
29-Aug-06,9.07,0.09,1.00
28-Aug-06,8.98,-0.03,-0.33
25-Aug-06,9.01,0.04,0.45
24-Aug-06,8.97,-0.08,-0.88
23-Aug-06,9.05,0.03,0.33
22-Aug-06,9.02,0.08,0.89
21-Aug-06,8.94,-0.05,-0.56
18-Aug-06,8.99,-0.01,-0.11
17-Aug-06,9.00,0.20,2.27
16-Aug-06,8.80,0.28,3.29
14-Aug-06,8.52,0.11,1.31
11-Aug-06,8.41,0.10,1.20
10-Aug-06,8.31,-0.08,-0.95
09-Aug-06,8.39,0.08,0.96
08-Aug-06,8.31,-0.01,-0.12
07-Aug-06,8.32,-0.23,-2.69
04-Aug-06,8.55,0.23,2.76
03-Aug-06,8.32,-0.01,-0.12
02-Aug-06,8.33,-0.04,-0.48
01-Aug-06,8.37,-0.10,-1.18
31-Jul-06,8.47,0.03,0.36
28-Jul-06,8.44,0.01,0.12
27-Jul-06,8.43,-0.03,-0.35
26-Jul-06,8.46,0.04,0.48
25-Jul-06,8.42,0.15,1.81
24-Jul-06,8.27,0.08,0.98
21-Jul-06,8.19,-0.32,-3.76
20-Jul-06,8.51,0.01,0.12
19-Jul-06,8.50,-0.12,-1.39
18-Jul-06,8.62,0.06,0.70
17-Jul-06,8.56,0.07,0.82
14-Jul-06,8.49,-0.04,-0.47
13-Jul-06,8.53,-0.21,-2.40
12-Jul-06,8.74,0.11,1.27
11-Jul-06,8.63,-0.15,-1.71
10-Jul-06,8.78,-0.05,-0.57
07-Jul-06,8.83,-0.21,-2.32
06-Jul-06,9.04,0.00,0.00
05-Jul-06,9.04,-0.18,-1.95
04-Jul-06,9.22,0.03,0.33
03-Jul-06,9.19,-0.01,-0.11
30-Jun-06,9.20,0.01,0.11
29-Jun-06,9.19,0.17,1.88
28-Jun-06,9.02,-0.21,-2.28
27-Jun-06,9.23,0.01,0.11
26-Jun-06,9.22,0.06,0.66
22-Jun-06,9.16,0.10,1.10
21-Jun-06,9.06,0.04,0.44
20-Jun-06,9.02,-0.11,-1.20
19-Jun-06,9.13,0.00,0.00
16-Jun-06,9.13,0.11,1.22
15-Jun-06,9.02,0.08,0.89
14-Jun-06,8.94,-0.01,-0.11
13-Jun-06,8.95,-0.15,-1.65
12-Jun-06,9.10,-0.10,-1.09
09-Jun-06,9.20,0.15,1.66
08-Jun-06,9.05,-0.11,-1.20
07-Jun-06,9.16,0.01,0.11
06-Jun-06,9.15,-0.34,-3.58
02-Jun-06,9.49,0.05,0.53
01-Jun-06,9.44,0.12,1.29
31-May-06,9.32,-0.05,-0.53
30-May-06,9.37,-0.18,-1.88
29-May-06,9.55,0.03,0.32
26-May-06,9.52,0.25,2.70
24-May-06,9.27,-0.14,-1.49
23-May-06,9.41,0.04,0.43
22-May-06,9.37,-0.03,-0.32
19-May-06,9.40,-0.05,-0.53
18-May-06,9.45,0.03,0.32
17-May-06,9.42,-0.18,-1.87
16-May-06,9.60,-0.01,-0.10
15-May-06,9.61,0.00,0.00
12-May-06,9.61,-0.35,-3.51
11-May-06,9.96,-0.10,-0.99
10-May-06,10.06,-0.11,-1.08
09-May-06,10.17,-0.01,-0.10
08-May-06,10.18,0.00,0.00
05-May-06,10.18,-0.03,-0.29
04-May-06,10.21,0.05,0.49
03-May-06,10.16,0.03,0.30
02-May-06,10.13,-0.09,-0.88
28-Apr-06,10.22,-0.12,-1.16
27-Apr-06,10.34,-0.09,-0.86
26-Apr-06,10.43,0.03,0.29
25-Apr-06,10.40,0.01,0.10
